source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,l,b,teff_val,a_g_val
4150344515828601600,270.59452562764596,0.056081568551950636,-12.812549643043363,0.052446591069127954,0.29876054369604543,0.05404270727175341,15.4941225,2.671136,,,"NOT_AVAILABLE",15.904114361567643,4.774548289156628,3229.0,2.7127
5877877806538281216,223.26840354813095,0.032035297372909194,-60.80155348149062,0.031458184548284134,0.377257847696648,0.04155501880652752,13.91387,2.6707563,,,"NOT_AVAILABLE",317.2317312101272,-1.3524511597634308,3229.0,2.6657
4154774512581239168,279.4563076340222,0.057756237781960366,-10.715994194003036,0.05710580351681183,0.3586233792020636,0.06473897500742251,16.232634,2.6702223,,,"NOT_AVAILABLE",21.851594908126796,-1.8840073648408935,3229.0,
4313477509879163264,286.2900866955915,0.0626120993674334,11.743570723819888,0.07792945396374679,0.19428596513603638,0.08662610302055564,16.906338,2.6726418,,,"NOT_AVAILABLE",44.93872047161254,2.330601085006782,3229.0,2.869
5942082825960144768,247.71994326581566,0.05845292501108573,-47.14620174522132,0.03452630758533772,0.3952846373737613,0.06073133439048469,14.917254,2.6700954,,,"NOT_AVAILABLE",336.7276421618375,0.8089748357213582,3229.0,2.7777
6019677491812955648,251.92556200404726,0.0641053293101718,-36.5083456211747,0.04912914231382255,0.18987973115808487,0.06741371900506535,16.189775,2.6718225,,,"NOT_AVAILABLE",346.77385265361164,5.534206842855742,3229.0,2.7578
5891589644221296128,218.27002679467765,0.043820104995339476,-57.66181052971997,0.0637762878483988,0.11011828645302506,0.06980821029705697,16.253819,2.6700506,,,"NOT_AVAILABLE",316.2150512081401,2.564769240497019,3229.0,2.409
4042277636784483456,269.4694922890082,0.0869408560614991,-34.558996362465436,0.08491530573024755,0.04183965760823919,0.0780508818000436,15.089584,2.6696672,,,"NOT_AVAILABLE",356.4786981452479,-5.101791534010627,3229.0,
5953190332929790080,258.58103017435025,0.06335972850215806,-43.639738679248914,0.050198741511331677,0.2961907742053446,0.06634771948028748,15.548786,2.6714535,,,"NOT_AVAILABLE",344.2706953555619,-2.8578109758803976,3229.0,2.7905
4314525447536317056,292.1553454879942,0.05616368271417726,10.066083573702832,0.047831787591938464,0.0316832259735429,0.0689771297790741,15.989005,2.6696434,,,"NOT_AVAILABLE",46.14161216021169,-3.546036582126083,3229.0,
4307977267341605120,289.11510053844336,0.040721748669503656,7.902211048970079,0.03917919536021204,0.39610489638931706,0.05245491368325656,13.977565,2.672411,44.02657092979716,0.6469556413981008,"NOT_AVAILABLE",42.81672241623585,-1.9120982939598066,3229.0,2.4393
6475313254906828800,307.467012187365,0.07813320517716746,-50.78862036320226,0.047267777523877716,6.1926486288324405,0.08905690267166809,16.372665,2.6704254,,,"NOT_AVAILABLE",348.19344949278025,-35.98592376251598,3229.0,0.236
5864270800415667840,206.54722404231,0.02837567132161922,-64.55537305778441,0.03198694312834719,0.02710268162209439,0.043695747919882635,15.10078,2.6699133,,,"NOT_AVAILABLE",308.7717529989544,-2.3062065138868406,3229.0,1.8858
4117873356163402880,263.3126807826569,0.05349404412709656,-21.695209078779772,0.0436327168641281,0.05402731097210207,0.06468705210836567,15.334257,2.6713638,,,"NOT_AVAILABLE",4.668157489319679,6.206563628234804,3229.0,
4120248958513390592,267.04950403395213,0.06085521668848344,-19.245677415535894,0.05484517301177928,0.0742301502886735,0.06366262578415764,16.234837,2.6725645,,,"NOT_AVAILABLE",8.606326442643649,4.509429872336538,3229.0,2.002
5876971701520105216,228.71841788482627,0.0339424663605627,-58.939341206377954,0.03318322935303793,0.33205716449605216,0.04724712329369119,14.472788,2.6699743,,,"NOT_AVAILABLE",320.5269925502506,-1.05737202659816,3229.0,2.555
4081582776606711424,286.3596637699963,0.10329348483638784,-22.04925091160253,0.09611153870781698,8.026754435254617,0.1098029884479773,15.769947,2.6710691,,,"NOT_AVAILABLE",14.501176314300151,-12.799453868184157,3229.0,0.387
5892992380564285184,220.76967321487,0.06023394701961511,-56.81766663651431,0.06037247303842657,0.10962905103550717,0.08149656161064588,16.814539,2.6710424,,,"NOT_AVAILABLE",317.79394139700236,2.7976859656526365,3229.0,2.512
5974246118013676288,262.0520501295829,0.08991352817185849,-37.26823165928919,0.07824868849789197,0.41329145162044,0.10285276725006924,16.536364,2.6714706,,,"NOT_AVAILABLE",351.0163638643207,-1.4053489100735936,3229.0,2.818
5868861467583731840,204.50167798057967,0.024460179996221187,-61.02310082121868,0.02813275197353158,0.2748136950136421,0.03951324226190607,15.433293,2.670164,,,"NOT_AVAILABLE",308.5438333739087,1.3402187427332666,3229.0,2.664
2192496279653514496,315.8039302326878,0.03785636490482942,60.563868215274844,0.03703381278227525,0.6012063067563505,0.037937606523809,14.109213,2.67247,,,"NOT_AVAILABLE",98.238784679893,9.163693973577958,3229.0,2.7803
6017661429837680000,248.16622372981894,0.09649691770575768,-39.166795701592925,0.07076257607647811,0.02410755572207896,0.10207845408432871,16.84157,2.669897,,,"NOT_AVAILABLE",342.798028420284,6.01308744783538,3229.0,
6856290494880744448,309.5570351582289,0.10961040138919545,-20.928331450945503,0.06788411416379445,4.746292080421439,0.14811689562530145,16.82253,2.673046,,,"NOT_AVAILABLE",24.308074678302948,-32.4356990180058,3229.0,0.242
5944627022799578880,248.20557937634246,0.04918102257977815,-42.90827137141633,0.03813831059404031,0.3924160675686143,0.05493958237817634,14.088221,2.6719923,-29.989242561891853,0.958853397800904,"NOT_AVAILABLE",340.06049130603793,3.4522866583069223,3229.0,2.5375
4133750617602796288,253.29820778418457,0.08036967093778122,-16.764289737443477,0.04815834706748297,4.351624428265216,0.08791486224946087,16.308474,2.6721525,,,"NOT_AVAILABLE",3.3853270533590982,16.791896249165408,3229.0,1.6472
2575846510529464704,27.79233508186665,0.07569744462264581,13.474672754810051,0.07078786980451914,6.47702991282342,0.08886472690455767,16.486443,2.670023,,,"NOT_AVAILABLE",144.44209723004553,-46.88716620914225,3229.0,0.037
4171661499354457728,269.6542459889384,0.07168209296661239,-7.163810437852753,0.07049238065330116,0.15838041408951198,0.0826608821040001,15.864855,2.6727295,,,"NOT_AVAILABLE",20.42110533640768,8.329024047315833,3229.0,2.469
5959306258943178624,263.0174338280688,0.07212462376992988,-40.983591012980874,0.06409332976391853,0.23055227242222423,0.07278168602619821,16.07483,2.6710234,,,"NOT_AVAILABLE",348.31981166085313,-4.071937176238824,3229.0,2.804
507758013064528768,33.69392648117782,0.031846313428057375,61.57739969893088,0.0356133270979983,0.3349279150200388,0.05284383127638487,15.69012,2.6694527,,,"NOT_AVAILABLE",132.67848135920602,0.2927920468548105,3229.0,
771386399923605888,170.92270871326028,0.05157445765876578,41.26547196934635,0.05842422288028673,3.982889716056389,0.0789030788404015,16.408998,2.6719427,,,"NOT_AVAILABLE",169.15578243913305,67.11362351518423,3229.0,
4154046743288594176,276.0739731891069,0.054415946007342106,-11.558650097747169,0.06036961926605474,0.19317369817990981,0.07184416118896618,13.959334,2.6714983,,,"NOT_AVAILABLE",19.568511996658593,0.6678641843733163,3229.0,2.061
5869885903196252928,202.69824295908532,0.024549529897872412,-60.20449321755194,0.028621859597594196,0.11382102947265266,0.04301839548551273,15.027417,2.6709146,,,"NOT_AVAILABLE",307.80664954385895,2.294240967515121,3229.0,
5618237481439011072,109.57145724841214,0.030654731462796354,-22.174576869101568,0.03994176888546723,6.209024604987599,0.0569553985051826,16.34559,2.6720257,,,"NOT_AVAILABLE",235.66085242411904,-4.345760187144428,3229.0,0.2753
5887562167509220480,227.28100774863333,0.043353716179867795,-54.3601576004772,0.04061549683963497,0.07430679034003392,0.060404131126325374,16.545156,2.669858,,,"NOT_AVAILABLE",322.19587193892835,3.2794399384369908,3229.0,2.3883
5970596186144468224,254.0046632288896,0.061641788532844126,-37.97437793916566,0.04489751846732853,0.08633481329465213,0.07218084931591251,15.693002,2.6729946,,,"NOT_AVAILABLE",346.6872936584973,3.3249457146286368,3229.0,
5861814972464591872,191.48820846437522,0.03497813660167312,-64.80609756956068,0.033729371665675474,0.016070973587431148,0.043872491035797566,15.775741,2.6694908,,,"NOT_AVAILABLE",302.34790370426504,-1.9405675984928625,3229.0,
5437402728153810688,142.2517691788661,0.03951925492064321,-35.3816471676459,0.053798639122128684,3.812244392552102,0.0712749629151402,16.735577,2.6719856,,,"NOT_AVAILABLE",262.9448508212238,11.330808026141241,3229.0,1.3433
2188962006906367488,315.39706584795584,0.046845708045748696,55.5962805304187,0.04430483301087538,0.30509478645340493,0.05219910472987803,16.311443,2.6700249,,,"NOT_AVAILABLE",94.31046713507183,6.070734023323614,3229.0,2.826
2188965477239938944,315.4172873826696,0.05156315306184561,55.647052642413996,0.05430024621410475,0.3751363404209466,0.06130166609796833,16.9117,2.670784,,,"NOT_AVAILABLE",94.35652622285451,6.095443658666021,3229.0,2.878
467870995381020032,45.3352551000989,0.03238514670690578,64.24930840731042,0.05148500286609279,0.32709521288976046,0.07576801541985495,17.039875,2.6695938,,,"NOT_AVAILABLE",136.47141775168237,4.847686952612478,3229.0,2.818
258103074654835584,66.69532674334891,0.06726193299137977,48.64724588273785,0.04261808371138507,0.29510135435115536,0.07422715456848801,16.09557,2.6719503,,,"NOT_AVAILABLE",155.16759314638813,-0.26914732134326064,3229.0,2.863
4117928950220908032,262.56554655928625,0.077204365404368,-21.399391461411234,0.07161945233318978,0.04531726505418977,0.09574757241454765,16.169882,2.6702232,,,"NOT_AVAILABLE",4.541901935580987,6.9513381576640345,3229.0,
4154846809812646272,279.2189733511043,0.05480509334555624,-10.35171998205989,0.05240560640744946,0.249950825452387,0.05747744830135323,15.179392,2.6727924,,,"NOT_AVAILABLE",22.068438057653022,-1.5096266371988185,3229.0,2.558
