source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,l,b,teff_val,a_g_val
2950177408874948224,98.24288764799967,0.03337249485264553,-15.85278495270709,0.045788967227076385,2.0930645636935443,0.03821727200007322,10.556586,0.40722752,,,"NOT_AVAILABLE",225.16046334019595,-11.155247344804824,7500.0,0.539
4154015922600545024,275.5815365373725,0.049760318849168435,-11.776481926608918,0.04480001549569402,1.383085974381357,0.06610632581152508,10.807742,0.39854717,,,"NOT_AVAILABLE",19.150027668323876,0.9918004451355182,7500.0,0.7857
5885454438046287360,232.63567491177022,0.029158148375315943,-54.310142271835055,0.02605582748080848,1.0981275537104023,0.03916878370688048,10.940436,0.40392494,,,"NOT_AVAILABLE",324.85774353339303,1.644599863456386,7500.0,
5614744882749611392,116.51777514229414,0.02612856222751896,-24.291866784979284,0.03067574849732725,1.65497223201351,0.03753099696936856,10.987208,0.4019823,,,"NOT_AVAILABLE",240.5949177472942,0.2270157563014186,7500.0,0.812
6782827484463541760,319.7751611363962,0.03212178288266921,-33.91921004783833,0.031347090806067644,2.0733416641930464,0.050451294498108964,9.003328,0.40718842,,,"NOT_AVAILABLE",10.835167804718518,-44.27014924740922,7500.0,1.172
5751636382499665920,126.82954677924435,0.020257401339584848,-9.898360258248056,0.0190254182190986,0.36719110007722344,0.028312713324062776,13.888837,0.4144125,,,"NOT_AVAILABLE",233.37188526611578,16.12893067361245,7500.0,1.0075
5254280303547526784,160.18268164452525,0.019649944506788863,-60.10617101726521,0.023361709246645105,0.3872370838285832,0.025373201281802628,14.4047575,0.43749714,,,"NOT_AVAILABLE",287.3183611481696,-1.257946979095327,7500.0,0.9255
2940917734262841088,93.03034165362182,0.02297625052602382,-21.233891412527264,0.05556885188006879,0.14310652540521987,0.06629615070324692,16.47675,0.46863937,,,"NOT_AVAILABLE",228.14612274599725,-17.86421321113483,7500.0,
5794718237382817920,237.8194809444188,0.026977199726874422,-71.90399192183004,0.03141052375128841,1.273315216354882,0.04287859168292825,11.014858,0.40821266,,,"NOT_AVAILABLE",315.99151151517907,-13.757972320155474,7500.0,0.873
5961234767979448192,266.6090853443139,0.06889776651232549,-38.94352510652824,0.05510915621478741,1.1030426037507468,0.07779146062975816,10.76399,0.42027855,,,"NOT_AVAILABLE",351.51677157765965,-5.330899972534834,7500.0,1.1402
